id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca494e2d2a5b77eda549,Contrasting impacts of net cloud radiative forcing on the surface temperature trends in India,The rise of spatial heterogeneity in surface temperature (T<inf>s</inf>) over India cannot be explained by only the direct effect of enhanced greenhouse gas forcing. Here we propose an analytical framework to estimate the impact of the net cloud radiative forcing (CRF) trend on the observed T<inf>s</inf> trend for the duration of 2000–2019. The cloud sensitivity (l<inf>cld</inf>) estimated from the satellite observations vary in the range −0.180 to 0.241 K per W m<sup>−2</sup> across the seven T,"Energy, Sustainability & Climate Change",Monsoon Dynamics & Regional Climate Modeling,0.92,haiku,"Energy, Sustainability & Climate Change",Monsoon Dynamics & Regional Climate Modeling,Y,Y,,,
69deca5f4e2d2a5b77edd3eb,Early detection of Parkinson's disease through patient questionnaire and predictive modelling,"Early detection of Parkinson's disease (PD) is important which can enable early initiation of therapeutic interventions and management strategies. However, methods for early detection still remain an unmet clinical need in PD. In this study, we use the Patient Questionnaire (PQ) portion from the widely used Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS) to develop prediction models that can classify early PD from healthy normal using machine learning techniques th",Healthcare & MedTech,Clinical AI & Medical Imaging Analytics,0.92,haiku,Healthcare & MedTech,Clinical AI & Medical Imaging Analytics,Y,Y,,,
69deca604e2d2a5b77edd65c,"Social and travel lockdown impact considering coronavirus disease (Covid-19) on air quality in megacities of india: Present benefits, future challenges and way forward","The coronavirus disease (COVID-19) created enormous pressure across the globe due to an increasing number of COVID-19 infected cases. All the governments’ primary focus is to save humanity from this pandemic problem, and they have lockdown almost the entire nation to stop the spread of infection. This lockdown resulted in a considerable impact on the global as well as a local economy that will take a long time to perform with business as usual scenario. However, improvement in the air quality of",Smart & Sustainable Infrastructure,Urban Air Quality & Emissions Monitoring,0.92,haiku,Smart & Sustainable Infrastructure,Urban Air Quality & Emissions Monitoring,Y,Y,,,
69deca0e4e2d2a5b77ed1e55,Implementation of immune feedback control algorithm for distribution static compensator,"This paper presents an immune feedback control algorithm for a three-phase distribution static compensator (DSTATCOM) to mitigate several power quality problems such as harmonics, reactive power, and load unbalancing at distribution level. A configuration chosen for DSTATCOM is based on a three-phase voltage source converter (VSC), which is suitably controlled as a shunt compensator for performing these functions. The underlying principle of an immune feedback is based on adaptive control and th",Smart & Sustainable Infrastructure,Power Systems & Grid Control,0.92,haiku,Smart & Sustainable Infrastructure,Power Systems & Grid Control,Y,Y,,,
69deca024e2d2a5b77ed005a,Effect of initial roughness and oxidation on the running-in wear of machined surfaces under dry sliding,"It is usually considered that initial roughness of a surface affects running-in wear. Oxidation of the surface is bound to occur during machining operation. The present investigation aims at understanding the influence of initial roughness and surface oxidation on the wear rate. Studies were conducted with a ball-on-flat geometry in a reciprocating tester at room temperature and at 100°C. Flat surfaces with initial roughness values of 0.42, 0.96 and 1.81 μm were used for dry tests of 120 minutes",Manufacturing & Industry 4.0,Tribology & Bearing Performance,0.92,haiku,Manufacturing & Industry 4.0,Tribology & Bearing Performance,Y,Y,,,
69deca1f4e2d2a5b77ed46a0,Aerodynamic parameter estimation using adaptive unscented Kalman filter,"Purpose - The purpose of this paper is to estimate aerodynamic parameters accurately from flight data in the presence of unknown noise characteristics. Design/methodology/approach - The introduced adaptive filter scheme is composed of two parallel UKFs. At every time-step, the master UKF estimates the states and parameters using the noise covariance obtained by the slave UKF, while the slave UKF estimates the noise covariance using the innovations generated by the master UKF. This real time inno","AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,0.92,haiku,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,Y,,,
69deca354e2d2a5b77ed7a81,Recent Advancements in Understanding of Growth and Properties of Antiwear Tribofilms Derived from Zinc Dialkyl Dithiophosphate Additives under Nanoscale Sliding Contacts,"Zinc dialkyl dithiophosphate (ZDDP) is a key antiwear additive in lubricants that forms robust phosphate glass-based tribofilms to mitigate wear on rubbing surfaces. The quest to unravel the enigma of these antiwear film formations on sliding surfaces has persisted as an enduring mystery, despite nearly a century of fervent research. This paper presents a comprehensive review of nanotribological investigations, centering on the tribochemical decomposition of ZDDP antiwear additives. The core of ",Manufacturing & Industry 4.0,Tribology & Bearing Performance,0.92,haiku,Manufacturing & Industry 4.0,Tribology & Bearing Performance,Y,Y,,,
69deca464e2d2a5b77ed9c1e,ApoptomiRs of breast cancer: Basics to clinics,"Apoptosis, a form of programmed cell death, is a highly regulated process, the deregulation of which has been associated with the tumor initiation, progression, and metastasis in various cancers including breast cancer. Induction of apoptosis is a popular target of various therapies currently being tested or used for breast cancer treatment. Thus, identifying apoptotic mediators and regulators is imperative for molecular biologists and clinicians for benefit of patients. The regulation of apopto",Healthcare & MedTech,Cellular & Molecular Biology,0.92,haiku,Healthcare & MedTech,Cellular & Molecular Biology,Y,Y,,,
69deca4e4e2d2a5b77edb17e,Dynamic neural network-based robust observers for second-order uncertain nonlinear systems,"A dynamic neural network (DNN) based robust observer for second-order uncertain nonlinear systems is developed. The observer structure consists of a DNN to estimate the system dynamics on-line, a dynamic filter to estimate the unmeasurable state and a sliding mode feedback term to account for modeling errors and exogenous disturbances. The observed states are proven to asymptotically converge to the system states though Lyapunov-based stability analysis. © 2011 IEEE.","AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,0.92,haiku,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,Y,,,
69deca624e2d2a5b77edda75,A financial evaluation of biomass-gasifier-based power generation in India,A preliminary financial evaluation of biomass-gasifier-based power generation in India was undertaken. Simple cost functions were developed and used for this purpose. The unit cost of electricity has been estimated for a variety of scenarios taking into account some of the uncertainties associated with this emerging technology in India. A preliminary financial evaluation of biomass-gasifer-based power generation in India was undertaken. Simple cost functions were developed and used for this purp,"Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,0.92,haiku,"Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,Y,Y,,,
69deca484e2d2a5b77eda3ba,Transfer of 2D Nanostructures with Reduced Residues: Influence of Water-soluble Layer and Fabrication of Photodetector,"The application of 2D materials in electronics and optoelectronics requires a clean transfer process. Although the conventional transfer method has been employed to transfer 2D materials, it is ineffective for device application and large-area transfers. Here, we developed a water-soluble layer-based transfer (WSLT) technology that allows for the damage-free and clean transfer of 2D materials. The transferred film preserves the optical and electrical quality of the as-grown film as a consequence",Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.92,haiku,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,Y,Y,,,
69deca204e2d2a5b77ed49c7,Multirate output feedback based robust quasi-sliding mode control of discrete-time systems,"Over the last few years, the research on discrete-time sliding mode control has received a considerable attention. Unlike its continuoustime counterpart, discrete-time sliding mode control is not invariant in general. In this note, an algorithm is presented for robust discrete-time sliding mode control using the concept of multirate output feedback. © 2007 IEEE.","AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,0.92,haiku,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,Y,,,
